Year,Leading Cause,Sex,Race Ethnicity,Deaths,Death Rate,Age Adjusted Death Rate
2013,Diabetes Mellitus,M,Black Non-Hispanic,300.0,35.0,41.1
2013,Septicemia,F,White Non-Hispanic,135.0,9.5,5.0
2010,Diabetes Mellitus,F,Asian and Pacific Islander,51.0,9.1,11.3
2010,Intentional Self-Harm (Suicide),M,Not Stated/Unknown,,,
2010,Diabetes Mellitus,F,Not Stated/Unknown,5.0,,
2009,Malignant Neoplasms (Cancer),F,Not Stated/Unknown,41.0,,
2014,Essential Hypertension and Renal Diseases,M,White Non-Hispanic,175.0,13.0,10.5
2014,Essential Hypertension and Renal Diseases,F,Hispanic,116.0,9.2,10.1
2013,Other Causes,F,Asian and Pacific Islander,15.0,2.5,2.5
2011,Other Causes,F,Hispanic,156.0,12.7,15.0
2014,Mental and Behavioral Disorders,M,Hispanic,191.0,16.0,16.6
2014,Other Causes,M,Other Race/ Ethnicity,11.0,,
2009,Diabetes Mellitus,F,Asian and Pacific Islander,55.0,10.0,12.7
2009,Other Causes,F,White Non-Hispanic,178.0,12.4,8.3
2012,Malignant Neoplasms (Cancer),F,Other Race/ Ethnicity,29.0,,
2010,Other Causes,F,Not Stated/Unknown,6.0,,
2012,Essential Hypertension and Renal Diseases,M,Asian and Pacific Islander,39.0,7.2,10.8
2009,Septicemia,F,Not Stated/Unknown,,,
2013,Malignant Neoplasms (Cancer),F,Asian and Pacific Islander,467.0,77.8,79.6
2014,Other Causes,F,Not Stated/Unknown,11.0,,
2009,Other Causes,M,Not Stated/Unknown,14.0,,
2013,Diabetes Mellitus,M,Hispanic,192.0,16.3,24.9
2011,Other Causes,M,Not Stated/Unknown,,,
2011,Diseases of Heart,M,Other Race/ Ethnicity,42.0,,
2011,Other Causes,M,Other Race/ Ethnicity,,,
2009,Mental and Behavioral Disorders,M,Hispanic,145.0,12.9,13.5
2014,Essential Hypertension and Renal Diseases,F,Black Non-Hispanic,207.0,19.7,15.9
2007,Diseases of Heart,M,Black Non-Hispanic,2121.0,248.9,340.2
2013,Malignant Neoplasms (Cancer),F,Hispanic,1149.0,92.1,99.9
2012,Malignant Neoplasms (Cancer),F,Hispanic,1125.0,90.8,100.5
2011,Diabetes Mellitus,M,Asian and Pacific Islander,60.0,11.4,14.3
2012,Other Causes,F,Hispanic,1109.0,89.5,98.8
2012,Other Causes,F,Not Stated/Unknown,8.0,,
2010,Cerebrovascular Disease (Stroke),M,White Non-Hispanic,276.0,20.6,17.2
2009,Chronic Liver Disease and Cirrhosis,M,Hispanic,119.0,10.6,14.1
2013,Diabetes Mellitus,F,Hispanic,221.0,17.7,19.6
2014,Other Causes,M,Not Stated/Unknown,14.0,,
2012,Intentional Self-Harm (Suicide),F,Asian and Pacific Islander,33.0,5.6,5.8
2007,Other Causes,F,Other Race/ Ethnicity,15.0,,
2008,Essential Hypertension and Renal Diseases,M,White Non-Hispanic,165.0,12.3,10.3
2012,Essential Hypertension and Renal Diseases,F,White Non-Hispanic,199.0,14.0,7.2
2009,Diabetes Mellitus,M,Black Non-Hispanic,285.0,33.6,41.4
2010,Diabetes Mellitus,F,White Non-Hispanic,258.0,18.0,11.1
2009,Other Causes,M,Other Race/ Ethnicity,,,
2011,Cerebrovascular Disease (Stroke),F,Black Non-Hispanic,281.0,26.8,23.6
2013,Cerebrovascular Disease (Stroke),F,Black Non-Hispanic,271.0,25.9,21.7
2014,HIV (Human Immunodeficiency Virus Disease),F,Not Stated/Unknown,7.0,,
2010,Malignant Neoplasms (Cancer),F,Not Stated/Unknown,29.0,,
2011,Other Causes,M,Hispanic,180.0,15.6,18.9
2008,Cerebrovascular Disease (Stroke),M,Other Race/ Ethnicity,5.0,,
2008,Nephritis and Related Diseases,M,Asian and Pacific Islander,14.0,2.8,4.9
2010,Diabetes Mellitus,F,Other Race/ Ethnicity,7.0,,
2008,Malignant Neoplasms (Cancer),M,Other Race/ Ethnicity,33.0,,
2011,Other Causes,M,Other Race/ Ethnicity,,,
2010,Other Causes,F,White Non-Hispanic,163.0,11.4,7.8
2007,Diabetes Mellitus,F,Other Race/ Ethnicity,,,
2008,Other Causes,M,White Non-Hispanic,529.0,39.4,32.7
2008,Other Causes,M,White Non-Hispanic,272.0,20.3,18.4
2014,Cerebrovascular Disease (Stroke),F,Black Non-Hispanic,274.0,26.1,21.4
2007,Diabetes Mellitus,F,Hispanic,205.0,17.6,22.6
2014,Diabetes Mellitus,F,Asian and Pacific Islander,50.0,8.0,8.5
2012,Other Causes,F,Asian and Pacific Islander,74.0,12.7,15.1
2013,Mental and Behavioral Disorders,F,Hispanic,63.0,5.0,4.9
2013,Essential Hypertension and Renal Diseases,M,White Non-Hispanic,156.0,11.6,9.3
2011,Diseases of Heart,F,Hispanic,1348.0,110.0,131.8
2011,Other Causes,F,Asian and Pacific Islander,43.0,7.5,8.5
2014,Diseases of Heart,F,Asian and Pacific Islander,462.0,73.8,81.1
2009,Atherosclerosis,F,Other Race/ Ethnicity,,,
2010,Diseases of Heart,M,Black Non-Hispanic,2015.0,236.7,307.7
2009,Cerebrovascular Disease (Stroke),M,Asian and Pacific Islander,58.0,11.4,15.5
2011,Mental and Behavioral Disorders,F,Hispanic,56.0,4.6,4.5
2014,Malignant Neoplasms (Cancer),F,Black Non-Hispanic,1852.0,176.5,148.4
2014,Malignant Neoplasms (Cancer),F,White Non-Hispanic,3153.0,222.5,150.2
2009,Other Causes,F,Black Non-Hispanic,79.0,7.5,6.8
2010,Other Causes,F,Other Race/ Ethnicity,,,
2009,Other Causes,F,Other Race/ Ethnicity,,,
2008,Cerebrovascular Disease (Stroke),F,White Non-Hispanic,379.0,26.4,14.9
2009,Malignant Neoplasms (Cancer),F,Other Race/ Ethnicity,19.0,,
2014,Cerebrovascular Disease (Stroke),M,White Non-Hispanic,277.0,20.6,16.8
2008,Cerebrovascular Disease (Stroke),F,Asian and Pacific Islander,65.0,12.2,15.4
2009,Other Causes,F,Not Stated/Unknown,7.0,,
2008,Other Causes,F,Hispanic,885.0,74.9,90.2
2012,Chronic Liver Disease and Cirrhosis,M,Asian and Pacific Islander,20.0,3.7,4.1
2011,Other Causes,F,Not Stated/Unknown,,,
2014,Other Causes,F,Not Stated/Unknown,48.0,,
2012,Other Causes,M,Other Race/ Ethnicity,,,
2009,Other Causes,F,Not Stated/Unknown,17.0,,
2012,Diabetes Mellitus,M,Hispanic,194.0,16.6,26.1
2014,Other Causes,M,White Non-Hispanic,502.0,37.4,29.7
2014,Other Causes,F,Other Race/ Ethnicity,6.0,,
2011,Other Causes,M,Hispanic,209.0,18.1,34.4
2012,Cerebrovascular Disease (Stroke),F,White Non-Hispanic,416.0,29.3,15.4
2014,Malignant Neoplasms (Cancer),M,Hispanic,1146.0,96.0,143.5
2014,Other Causes,F,Not Stated/Unknown,,,
2011,Diabetes Mellitus,F,Asian and Pacific Islander,51.0,8.9,10.7
2007,Diabetes Mellitus,M,Black Non-Hispanic,246.0,28.9,38.1
2013,Other Causes,M,Asian and Pacific Islander,395.0,71.3,89.8
2007,HIV (Human Immunodeficiency Virus Disease),M,Black Non-Hispanic,377.0,44.2,44.2
2014,Essential Hypertension and Renal Diseases,F,Other Race/ Ethnicity,,,
2014,Chronic Liver Disease and Cirrhosis,F,Hispanic,66.0,5.2,5.4
2013,Essential Hypertension and Renal Diseases,F,Other Race/ Ethnicity,8.0,,
2007,Cerebrovascular Disease (Stroke),F,Other Race/ Ethnicity,,,
2008,Diabetes Mellitus,M,Black Non-Hispanic,265.0,31.2,40.2
2008,Other Causes,F,Asian and Pacific Islander,214.0,40.2,50.3
2011,Malignant Neoplasms (Cancer),M,Not Stated/Unknown,27.0,,
2007,Malignant Neoplasms (Cancer),F,White Non-Hispanic,3518.0,245.2,167.4
2012,Nephritis and Related Diseases,F,Asian and Pacific Islander,22.0,3.8,4.3
2011,Cerebrovascular Disease (Stroke),M,Hispanic,147.0,12.8,20.9
2012,Diabetes Mellitus,F,Asian and Pacific Islander,57.0,9.8,11.4
2013,Other Causes,M,Not Stated/Unknown,25.0,,
2012,Diseases of Heart,M,Other Race/ Ethnicity,39.0,,
2012,Diseases of Heart,F,Hispanic,1263.0,102.0,118.4
2012,Other Causes,F,Other Race/ Ethnicity,22.0,,
2007,Other Causes,M,Asian and Pacific Islander,66.0,13.6,25.7
2009,Essential Hypertension and Renal Diseases,M,Asian and Pacific Islander,26.0,5.1,7.2
2014,Essential Hypertension and Renal Diseases,M,Black Non-Hispanic,155.0,18.0,21.6
2011,Other Causes,M,Not Stated/Unknown,10.0,,
2008,Other Causes,F,Other Race/ Ethnicity,,,
2010,Diseases of Heart,M,Not Stated/Unknown,70.0,,
2012,Diabetes Mellitus,M,White Non-Hispanic,292.0,21.8,18.1
2012,Nephritis and Related Diseases,F,Black Non-Hispanic,76.0,7.3,6.3
2013,HIV (Human Immunodeficiency Virus Disease),F,Black Non-Hispanic,107.0,10.2,8.7
2010,Diseases of Heart,M,Hispanic,1354.0,118.5,215.5
2009,Other Causes,M,Black Non-Hispanic,1246.0,146.7,167.7
2013,Other Causes,F,Asian and Pacific Islander,320.0,53.3,59.0
2013,Other Causes,M,Hispanic,233.0,19.7,33.1
2013,Intentional Self-Harm (Suicide),M,White Non-Hispanic,204.0,15.2,13.6
2011,Mental and Behavioral Disorders,M,White Non-Hispanic,254.0,19.0,17.3
2007,Intentional Self-Harm (Suicide),M,Not Stated/Unknown,5.0,,
2013,Other Causes,F,Black Non-Hispanic,106.0,10.1,8.0
2013,Other Causes,F,Not Stated/Unknown,18.0,,
2014,Diseases of Heart,F,White Non-Hispanic,4507.0,318.0,161.0
2010,Assault (Homicide),M,Other Race/ Ethnicity,,,
2012,Other Causes,F,Not Stated/Unknown,53.0,,
2012,Cerebrovascular Disease (Stroke),F,Not Stated/Unknown,9.0,,
2007,Other Causes,F,Hispanic,71.0,6.1,7.1
2008,Diabetes Mellitus,F,Black Non-Hispanic,380.0,36.3,34.3
2009,Diabetes Mellitus,M,Asian and Pacific Islander,48.0,9.4,13.3
2007,Malignant Neoplasms (Cancer),F,Asian and Pacific Islander,395.0,76.7,88.4
2011,Essential Hypertension and Renal Diseases,M,Black Non-Hispanic,154.0,18.1,21.7
2011,Parkinson's Disease,F,Not Stated/Unknown,,,
2007,Diseases of Heart,M,Hispanic,1327.0,121.7,238.4
2007,Assault (Homicide),M,Hispanic,114.0,10.5,9.9
2014,Other Causes,M,Black Non-Hispanic,148.0,17.1,17.7
2010,Mental and Behavioral Disorders,M,White Non-Hispanic,211.0,15.7,14.5
2013,Diseases of Heart,F,Hispanic,1261.0,101.0,113.6
2014,HIV (Human Immunodeficiency Virus Disease),F,Black Non-Hispanic,102.0,9.7,8.5
2014,Chronic Liver Disease and Cirrhosis,M,Asian and Pacific Islander,31.0,5.4,5.3
2007,Other Causes,M,Asian and Pacific Islander,43.0,8.9,16.7
2013,Other Causes,F,White Non-Hispanic,2595.0,182.5,111.1
2014,Diabetes Mellitus,M,White Non-Hispanic,292.0,21.7,18.1
2012,Diseases of Heart,M,Black Non-Hispanic,1940.0,226.8,280.7
2008,Essential Hypertension and Renal Diseases,F,Not Stated/Unknown,,,
2010,Intentional Self-Harm (Suicide),M,Other Race/ Ethnicity,,,
2009,HIV (Human Immunodeficiency Virus Disease),M,Not Stated/Unknown,8.0,,
2009,Chronic Liver Disease and Cirrhosis,F,Not Stated/Unknown,,,
2009,Essential Hypertension and Renal Diseases,F,White Non-Hispanic,215.0,15.0,7.8
2011,Other Causes,F,Not Stated/Unknown,5.0,,
2014,HIV (Human Immunodeficiency Virus Disease),M,Not Stated/Unknown,10.0,,
2014,Other Causes,M,Hispanic,145.0,12.1,19.3
2008,Diabetes Mellitus,M,Asian and Pacific Islander,52.0,10.4,14.9
2010,Essential Hypertension and Renal Diseases,M,Black Non-Hispanic,178.0,20.9,27.7
2014,Diseases of Heart,M,Not Stated/Unknown,115.0,,
2009,Chronic Liver Disease and Cirrhosis,M,Asian and Pacific Islander,17.0,3.3,3.5
2013,Other Causes,F,Hispanic,168.0,13.5,14.8
2012,Assault (Homicide),M,Other Race/ Ethnicity,,,
2013,Other Causes,M,Other Race/ Ethnicity,,,
2013,Mental and Behavioral Disorders,M,Not Stated/Unknown,21.0,,
2012,Essential Hypertension and Renal Diseases,M,White Non-Hispanic,153.0,11.4,9.3
2007,Other Causes,M,Other Race/ Ethnicity,5.0,,
2008,Chronic Liver Disease and Cirrhosis,F,Other Race/ Ethnicity,,,
2008,Other Causes,M,Not Stated/Unknown,6.0,,
2013,Other Causes,M,Asian and Pacific Islander,72.0,13.0,18.5
2011,Septicemia,F,Not Stated/Unknown,,,
2007,Malignant Neoplasms (Cancer),M,White Non-Hispanic,3356.0,250.9,213.7
2014,Cerebrovascular Disease (Stroke),F,Other Race/ Ethnicity,8.0,,
2014,Chronic Liver Disease and Cirrhosis,M,Hispanic,164.0,13.7,16.7
2007,Chronic Liver Disease and Cirrhosis,M,Hispanic,107.0,9.8,12.8
2010,Essential Hypertension and Renal Diseases,F,Other Race/ Ethnicity,,,
2012,Cerebrovascular Disease (Stroke),F,Asian and Pacific Islander,102.0,17.5,20.7
2009,Intentional Self-Harm (Suicide),M,Asian and Pacific Islander,35.0,6.9,6.7
2010,Diabetes Mellitus,F,Black Non-Hispanic,384.0,36.6,33.0
2010,Other Causes,M,Black Non-Hispanic,202.0,23.7,30.9
2008,Cerebrovascular Disease (Stroke),F,Other Race/ Ethnicity,,,
2011,Other Causes,F,White Non-Hispanic,2445.0,172.6,105.4
2009,Mental and Behavioral Disorders,F,White Non-Hispanic,75.0,5.2,5.1
2013,Other Causes,M,Hispanic,189.0,16.0,19.0
2014,Congenital Malformations,F,Not Stated/Unknown,,,
2010,Malignant Neoplasms (Cancer),M,Black Non-Hispanic,1540.0,180.9,224.1
2014,Malignant Neoplasms (Cancer),M,Other Race/ Ethnicity,50.0,,
2013,Other Causes,F,Black Non-Hispanic,1557.0,149.1,129.5
2013,Other Causes,F,White Non-Hispanic,166.0,11.7,8.1
2013,Malignant Neoplasms (Cancer),M,Not Stated/Unknown,99.0,,
2009,Diabetes Mellitus,M,Other Race/ Ethnicity,,,
2011,Other Causes,M,Asian and Pacific Islander,19.0,3.6,4.2
2014,Chronic Liver Disease and Cirrhosis,M,Other Race/ Ethnicity,10.0,,
2010,Other Causes,F,Hispanic,1007.0,82.7,94.6
2008,Other Causes,M,Black Non-Hispanic,169.0,19.9,26.4
2011,Other Causes,F,Hispanic,218.0,17.8,21.5
2010,Other Causes,M,Black Non-Hispanic,147.0,17.3,18.3
2010,Other Causes,F,Not Stated/Unknown,,,
2010,Malignant Neoplasms (Cancer),F,Hispanic,1045.0,85.9,98.5
2010,Other Causes,M,Asian and Pacific Islander,108.0,20.7,31.7
2013,Diseases of Heart,M,Hispanic,1307.0,110.7,183.3
2008,Other Causes,F,Black Non-Hispanic,1268.0,121.0,116.1
2011,Essential Hypertension and Renal Diseases,F,Other Race/ Ethnicity,,,
2011,Other Causes,M,Black Non-Hispanic,200.0,23.4,29.1
2008,Malignant Neoplasms (Cancer),F,Not Stated/Unknown,36.0,,
2013,Malignant Neoplasms (Cancer),M,Hispanic,1146.0,97.1,148.5
2007,Other Causes,F,Not Stated/Unknown,,,
2007,Other Causes,F,Asian and Pacific Islander,58.0,11.3,15.8
2008,Cerebrovascular Disease (Stroke),F,Not Stated/Unknown,13.0,,
2011,Diabetes Mellitus,F,White Non-Hispanic,253.0,17.9,11.1
2010,Mental and Behavioral Disorders,F,Other Race/ Ethnicity,,,
2010,Other Causes,F,Asian and Pacific Islander,28.0,5.0,6.7
2014,Other Causes,F,Asian and Pacific Islander,26.0,4.2,4.7
2014,Other Causes,F,Other Race/ Ethnicity,9.0,,
2013,Chronic Liver Disease and Cirrhosis,M,Hispanic,149.0,12.6,15.7
2011,Other Causes,F,Not Stated/Unknown,14.0,,
2014,Diabetes Mellitus,F,White Non-Hispanic,228.0,16.1,10.0
2010,Assault (Homicide),M,Black Non-Hispanic,299.0,35.1,35.5
2010,Essential Hypertension and Renal Diseases,F,Not Stated/Unknown,5.0,,
2014,Other Causes,M,Other Race/ Ethnicity,74.0,,
2014,Diabetes Mellitus,F,Not Stated/Unknown,9.0,,
2012,Diseases of Heart,F,Black Non-Hispanic,2269.0,217.1,183.9
2009,Other Causes,F,White Non-Hispanic,458.0,31.9,19.1
2014,Other Causes,F,Black Non-Hispanic,1536.0,146.4,126.4
2007,Diseases of Heart,M,Asian and Pacific Islander,496.0,102.5,157.8
2010,Cerebrovascular Disease (Stroke),F,Black Non-Hispanic,259.0,24.7,22.2
2008,Other Causes,F,Black Non-Hispanic,191.0,18.2,17.1
2009,Other Causes,F,Other Race/ Ethnicity,5.0,,
2011,Other Causes,F,Asian and Pacific Islander,278.0,48.7,57.4
2012,Diseases of Heart,M,Not Stated/Unknown,99.0,,
2012,Essential Hypertension and Renal Diseases,F,Asian and Pacific Islander,39.0,6.7,7.8
2013,Malignant Neoplasms (Cancer),M,Black Non-Hispanic,1592.0,185.5,212.8
2011,Mental and Behavioral Disorders,M,Black Non-Hispanic,135.0,15.8,14.8
2008,Other Causes,F,Other Race/ Ethnicity,,,
2007,Cerebrovascular Disease (Stroke),F,Black Non-Hispanic,279.0,26.5,25.3
2007,Other Causes,F,Other Race/ Ethnicity,,,
2011,Diabetes Mellitus,F,Not Stated/Unknown,6.0,,
2007,Cerebrovascular Disease (Stroke),M,Black Non-Hispanic,213.0,25.0,33.0
2012,Other Causes,M,Black Non-Hispanic,184.0,21.5,27.3
2008,Other Causes,F,Asian and Pacific Islander,73.0,13.7,19.1
2011,Mental and Behavioral Disorders,F,Not Stated/Unknown,,,
2010,Diseases of Heart,F,White Non-Hispanic,5351.0,374.2,189.2
2014,Other Causes,M,Black Non-Hispanic,186.0,21.5,25.4
2012,Diabetes Mellitus,M,Asian and Pacific Islander,76.0,14.1,18.0
2011,Other Causes,F,White Non-Hispanic,184.0,13.0,8.2
2010,Mental and Behavioral Disorders,M,Not Stated/Unknown,6.0,,
2014,Other Causes,M,White Non-Hispanic,258.0,19.2,16.4
2012,Other Causes,F,Black Non-Hispanic,295.0,28.2,24.1
2013,Other Causes,M,Asian and Pacific Islander,63.0,11.4,12.8
2010,Intentional Self-Harm (Suicide),F,Other Race/ Ethnicity,5.0,,
2012,Other Causes,F,Not Stated/Unknown,11.0,,
2007,Malignant Neoplasms (Cancer),M,Black Non-Hispanic,1523.0,178.7,229.4
2008,Other Causes,M,Black Non-Hispanic,146.0,17.2,18.1
2011,Other Causes,M,Not Stated/Unknown,,,
2010,Other Causes,F,Other Race/ Ethnicity,,,
2009,Nephritis and Related Diseases,M,Other Race/ Ethnicity,,,
2012,Other Causes,F,Asian and Pacific Islander,39.0,6.7,8.0
2010,Chronic Liver Disease and Cirrhosis,M,Hispanic,150.0,13.1,17.6
2008,Intentional Self-Harm (Suicide),F,Asian and Pacific Islander,26.0,4.9,4.5
2012,Malignant Neoplasms (Cancer),M,Asian and Pacific Islander,622.0,115.1,138.4
2014,Other Causes,F,White Non-Hispanic,169.0,11.9,7.4
2007,Diseases of Heart,M,Other Race/ Ethnicity,36.0,,
2011,Other Causes,F,White Non-Hispanic,231.0,16.3,7.2
2014,HIV (Human Immunodeficiency Virus Disease),M,Other Race/ Ethnicity,10.0,,
2010,Other Causes,F,White Non-Hispanic,247.0,17.3,7.5
2012,Other Causes,M,Hispanic,132.0,11.3,19.2
2010,HIV (Human Immunodeficiency Virus Disease),F,Black Non-Hispanic,152.0,14.5,12.9
2013,Other Causes,F,Asian and Pacific Islander,78.0,13.0,14.6
2009,Cerebrovascular Disease (Stroke),F,Hispanic,154.0,12.9,16.0
2008,HIV (Human Immunodeficiency Virus Disease),M,Hispanic,222.0,20.1,22.7
2012,Essential Hypertension and Renal Diseases,F,Black Non-Hispanic,214.0,20.5,17.4
2011,Diabetes Mellitus,M,Hispanic,200.0,17.3,29.2
2013,Other Causes,F,Other Race/ Ethnicity,,,
2009,Mental and Behavioral Disorders,M,White Non-Hispanic,221.0,16.4,14.8
2011,Other Causes,M,White Non-Hispanic,272.0,20.4,18.1
2007,Diabetes Mellitus,M,Asian and Pacific Islander,47.0,9.7,13.6
2012,Other Causes,F,Other Race/ Ethnicity,,,
2011,Other Causes,F,Asian and Pacific Islander,24.0,4.2,5.4
2014,Diseases of Heart,M,Black Non-Hispanic,1958.0,226.8,264.7
2008,Mental and Behavioral Disorders,M,Not Stated/Unknown,13.0,,
2012,Mental and Behavioral Disorders,M,White Non-Hispanic,272.0,20.3,18.7
2010,Cerebrovascular Disease (Stroke),F,Other Race/ Ethnicity,,,
2008,Diseases of Heart,M,Asian and Pacific Islander,546.0,109.6,166.3
2009,Essential Hypertension and Renal Diseases,M,Black Non-Hispanic,131.0,15.4,19.0
2011,Essential Hypertension and Renal Diseases,F,Not Stated/Unknown,,,
2011,Other Causes,F,Other Race/ Ethnicity,38.0,,
2013,Other Causes,M,Black Non-Hispanic,1341.0,156.3,175.7
2012,Diabetes Mellitus,F,Other Race/ Ethnicity,9.0,,
2010,Essential Hypertension and Renal Diseases,M,Asian and Pacific Islander,30.0,5.8,8.7
2011,Diabetes Mellitus,M,White Non-Hispanic,258.0,19.3,16.3
2014,Intentional Self-Harm (Suicide),F,Asian and Pacific Islander,28.0,4.5,4.2
2009,Other Causes,F,Other Race/ Ethnicity,,,
2012,Mental and Behavioral Disorders,F,Other Race/ Ethnicity,,,
2009,Other Causes,M,White Non-Hispanic,279.0,20.7,18.7
2009,Intentional Self-Harm (Suicide),M,White Non-Hispanic,191.0,14.2,13.0
2009,Diabetes Mellitus,F,White Non-Hispanic,229.0,15.9,9.5
2007,Cerebrovascular Disease (Stroke),F,Asian and Pacific Islander,70.0,13.6,17.6
2010,Cerebrovascular Disease (Stroke),F,Hispanic,168.0,13.8,16.7
2008,Other Causes,F,White Non-Hispanic,621.0,43.3,22.2
2009,Other Causes,F,White Non-Hispanic,205.0,14.3,6.5
2010,Other Causes,F,Hispanic,228.0,18.7,23.1
2010,Diseases of Heart,F,Asian and Pacific Islander,394.0,70.1,89.7
2008,Malignant Neoplasms (Cancer),F,Asian and Pacific Islander,344.0,64.6,73.8
2007,Other Causes,F,Other Race/ Ethnicity,,,
2011,Essential Hypertension and Renal Diseases,F,White Non-Hispanic,199.0,14.0,6.8
2012,Assault (Homicide),F,Other Race/ Ethnicity,,,
2013,Chronic Liver Disease and Cirrhosis,M,Asian and Pacific Islander,29.0,5.2,5.4
2014,Diseases of Heart,M,Hispanic,1281.0,107.3,170.5
2012,Other Causes,M,Asian and Pacific Islander,76.0,14.1,20.9
2014,Mental and Behavioral Disorders,F,Not Stated/Unknown,6.0,,
2014,Malignant Neoplasms (Cancer),F,Hispanic,1154.0,91.1,97.4
2010,Other Causes,F,White Non-Hispanic,501.0,35.0,20.7
2013,Other Causes,F,Not Stated/Unknown,9.0,,
2010,Intentional Self-Harm (Suicide),M,Asian and Pacific Islander,46.0,8.8,8.7
2013,Diseases of Heart,M,Black Non-Hispanic,1868.0,217.7,258.5
2008,Diabetes Mellitus,M,Hispanic,191.0,17.3,31.3
2007,Other Causes,M,Other Race/ Ethnicity,,,
2008,Other Causes,M,Asian and Pacific Islander,46.0,9.2,16.1
2008,Other Causes,M,Asian and Pacific Islander,53.0,10.6,12.2
2015,Malignant Neoplasms (Cancer),Female,Asian and Pacific Islander,515.0,79.72666911,78.86538643
2015,Diseases of Heart,Female,Asian and Pacific Islander,498.0,77.09491499,81.60513144
2015,Cerebrovascular Disease (Stroke),Female,Asian and Pacific Islander,95.0,14.70686129,15.33793056
2015,Other Causes,Female,Asian and Pacific Islander,89.0,13.7780069,14.70636233
2015,Diabetes Mellitus,Female,Asian and Pacific Islander,71.0,10.9914437,11.53739676
2015,Other Causes,Female,Asian and Pacific Islander,50.0,7.740453312,8.416912976
2015,Other Causes,Female,Asian and Pacific Islander,41.0,6.347171716,6.670309854
2018,Diabetes Mellitus,M,Other Race/ Ethnicity,6.0,,
2015,Intentional Self-Harm (Suicide),Female,Asian and Pacific Islander,36.0,5.573126385,5.35087695
2015,Accidents Except Drug Poisoning,Female,Asian and Pacific Islander,34.0,5.263508252,5.395702872
2015,Essential Hypertension and Renal Diseases,Female,Asian and Pacific Islander,30.0,4.644271987,4.907297396
2015,Other Causes,Female,Asian and Pacific Islander,345.0,53.40912785,56.25492343
2015,Diseases of Heart,Female,Hispanic,1361.0,106.4840243,113.3767005
2015,Malignant Neoplasms (Cancer),Female,Hispanic,1193.0,93.33978027,97.35036105
2015,Other Causes,Female,Hispanic,208.0,16.2738259,17.33532827
2015,Cerebrovascular Disease (Stroke),Female,Hispanic,197.0,15.41319088,16.31823026
2015,Diabetes Mellitus,Female,Hispanic,196.0,15.33495133,16.26295404
2015,Other Causes,Female,Hispanic,183.0,14.31783721,15.12410083
2015,Other Causes,Female,Hispanic,176.0,13.77016038,14.8206693
2015,Essential Hypertension and Renal Diseases,Female,Hispanic,98.0,7.667475664,8.161639387
2015,Mental and Behavioral Disorders,Female,Hispanic,78.0,6.102684712,5.954788137
2015,Accidents Except Drug Poisoning,Female,Hispanic,65.0,5.085570593,5.288640978
2015,Other Causes,Female,Hispanic,1184.0,92.63562434,97.01350898
2015,Diseases of Heart,Female,Non-Hispanic Black,2344.0,224.2347654,177.654028
2015,Malignant Neoplasms (Cancer),Female,Non-Hispanic Black,1872.0,179.0816898,148.0974577
2015,Diabetes Mellitus,Female,Non-Hispanic Black,392.0,37.50001196,30.4625241
2015,Cerebrovascular Disease (Stroke),Female,Non-Hispanic Black,307.0,29.36863181,23.55431196
2015,Other Causes,Female,Non-Hispanic Black,261.0,24.96812021,19.69028909
2015,Essential Hypertension and Renal Diseases,Female,Non-Hispanic Black,232.0,22.19388463,17.54759229
2015,Other Causes,Female,Non-Hispanic Black,223.0,21.33291497,17.5841515
2015,Other Causes,Female,Non-Hispanic Black,147.0,14.06250448,10.66446919
2015,HIV (Human Immunodeficiency Virus Disease),Female,Non-Hispanic Black,92.0,8.801023215,7.819361946
2015,Nephritis and Related Diseases,Female,Non-Hispanic Black,79.0,7.557400369,6.188226927
2015,Other Causes,Female,Non-Hispanic Black,1599.0,152.96561,129.5125713
2015,Diseases of Heart,Female,Non-Hispanic White,4494.0,317.9607495,161.7714355
2015,Malignant Neoplasms (Cancer),Female,Non-Hispanic White,3130.0,221.4546386,149.8877873
2015,Other Causes,Female,Non-Hispanic White,521.0,36.86193825,19.31988482
2015,Other Causes,Female,Non-Hispanic White,503.0,35.58839719,20.68637768
2015,Cerebrovascular Disease (Stroke),Female,Non-Hispanic White,422.0,29.85746246,15.52110044
2015,Other Causes,Female,Non-Hispanic White,378.0,26.74436211,11.92414204
2015,Diabetes Mellitus,Female,Non-Hispanic White,239.0,16.90979509,10.43698457
2015,Essential Hypertension and Renal Diseases,Female,Non-Hispanic White,226.0,15.99001544,8.588294713
2015,Accidents Except Drug Poisoning,Female,Non-Hispanic White,191.0,13.51368561,8.932653057
2015,Septicemia,Female,Non-Hispanic White,127.0,8.985539649,5.233240258
2015,Other Causes,Female,Non-Hispanic White,2489.0,176.1024267,108.5748389
2015,Diseases of Heart,Female,Not Stated/Unknown,137.0,,
2015,Malignant Neoplasms (Cancer),Female,Not Stated/Unknown,92.0,,
2015,Diabetes Mellitus,Female,Not Stated/Unknown,25.0,,
2015,Other Causes,Female,Not Stated/Unknown,16.0,,
2015,Other Causes,Female,Not Stated/Unknown,15.0,,
2015,Cerebrovascular Disease (Stroke),Female,Not Stated/Unknown,15.0,,
2015,Other Causes,Female,Not Stated/Unknown,14.0,,
2015,Other Causes,Female,Not Stated/Unknown,14.0,,
2015,Essential Hypertension and Renal Diseases,Female,Not Stated/Unknown,11.0,,
